text,published_at,cleaned
이대회는 왜 하는거임?,2025-07-08T07:42:22Z,이대회는 하는거임
아 참 힘들겟다 미안하다 선수들!,2025-07-08T07:41:53Z,힘들겟다 미안하다 선수들
K따리들만 나왔네 ㅋㅋ,2025-07-08T07:39:31Z,k따리들만 나왔네 ㅋㅋ
"아니 근데, 공격진 만들어가는 과정 보니깐 진짜 한숨 나오더라.
소속팀에서는 그렇게 잘하는 선수들이 어떻게 팀 오면 개인 기량으로 깨고 팀웍은 하나도 안맞냐...
중국 상대로 그러면 뭐 어쩔래 진짜",2025-07-08T07:39:29Z,근데 공격진 만들어가는 과정 보니깐 진짜 한숨 나오더라 소속팀에서는 그렇게 잘하는 선수들이 팀 오면 개인 기량으로 깨고 팀웍은 하나도 안맞냐 중국 상대로 뭐 어쩔래 진짜
감독부터 대가리까지 썪어 있는데 하긴.. 중국 상대로 비기면 진짜 다 그만 둬야지.,2025-07-08T07:38:57Z,감독부터 대가리까지 썪어 있는데 하긴 중국 상대로 비기면 진짜 다 그만 둬야지
"약속된 플레이 한번 없고 전술하나 없고 정직하게 사람보고 패스하고 공간패스한번 없고..
중국이니까 이겼네....
안이겨도 되니까 
전술을 보여줘
뻥축구랑 단조로운 운영...
이정도면 감독 없어도 티 안나겠네..",2025-07-08T07:36:44Z,약속된 플레이 한번 없고 전술하나 없고 정직하게 사람보고 패스하고 공간패스한번 없고 중국이니까 이겼네 안이겨도 되니까 전술을 보여줘 뻥축구랑 단조로운 운영 이정도면 감독 없어도 티 안나겠네
동네 조기축구 수준이네 😊,2025-07-08T07:33:38Z,동네 조기축구 수준이네
관중석 반도안찼네 ㅋㅋㅋㅋㅋㅋ,2025-07-08T07:32:47Z,관중석 반도안찼네 ㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋ이게 에이매치라니ㅋㅋㅋ,2025-07-08T07:30:45Z,ㅋㅋㅋ이게 에이매치라니ㅋㅋㅋ
"1:12 전반 8분 이동경 선제골 (1:0)
2:40 전반 21분 주민규 결승골 (2:0)
7:34 후반 12분 김주성 쐐기골 (3:0)",2025-07-08T07:30:11Z,112 전반 8분 이동경 선제골 10 240 전반 21분 주민규 결승골 20 734 후반 12분 김주성 쐐기골 30
듣보잡 애들이 많네,2025-07-08T07:29:12Z,듣보잡 애들이 많네
걷기도 힘든 이 날씨에 저 정도면 잘한거임 선수들 다들 고생하셨어요,2025-07-08T07:28:22Z,걷기도 힘든 날씨에 정도면 잘한거임 선수들 다들 고생하셨어요
이걸 쳐보러가?ㅋㅋ,2025-07-08T07:26:41Z,이걸 쳐보러가ㅋㅋ
"국대축구 점점 관심도 없지만 홍명보 정몽규 이렇게 계속 가는건 정말 아니지 않나?
승리하고 월드컵 출전하면 괜찮다고 생각하는건지.
1년 지나면 다 잊어버린다고 말한 국회의원 윤상현의 말이 떠오르네.",2025-07-08T07:25:36Z,국대축구 점점 관심도 없지만 홍명보 정몽규 이렇게 계속 가는건 정말 아니지 않나 승리하고 월드컵 출전하면 괜찮다고 생각하는건지 1년 지나면 다 잊어버린다고 말한 국회의원 윤상현의 말이 떠오르네
"저 18번, 원하는 대로 공 안 온다고 팀원 탓하고 애 마냥 찡찡대는 애 좀 안 나오면 좋겠다",2025-07-08T07:24:25Z,18번 원하는 대로 공 안 온다고 팀원 탓하고 애 마냥 찡찡대는 애 안 나오면 좋겠다
K리거 골결 극악이다,2025-07-08T07:23:11Z,k리거 골결 극악이다
이동경 역시 잘하네,2025-07-08T07:20:38Z,이동경 역시 잘하네
1군 선수들 안나와서 어차피 안보면서 하는줄도 몰랐다느니 누구 사퇴하라느니 댓글 레전드네 ㅋㅋ,2025-07-08T07:18:30Z,1군 선수들 안나와서 어차피 안보면서 하는줄도 몰랐다느니 사퇴하라느니 댓글 레전드네 ㅋㅋ
아니 중국 공격도 보여주셔야지.. 한국 공격만 보여주시네.. 너무 편파적이네,2025-07-08T07:17:42Z,중국 공격도 보여주셔야지 한국 공격만 보여주시네 너무 편파적이네
진짜 존나 축구 관심없어졌네;; ㅋㅋㅋㅋ 다들 열심히 하고.. 월드컵 가서 화이팅하길~,2025-07-08T07:17:30Z,진짜 존나 축구 관심없어졌네 ㅋㅋㅋㅋ 다들 열심히 하고 월드컵 가서 화이팅하길
뭘 먹였길래 이리 못하냐 땅덩어리는 몇십배 차이면서,2025-07-08T07:16:54Z,뭘 먹였길래 이리 못하냐 땅덩어리는 몇십배 차이면서
결단력이 부족하네.. 골대앞에서,2025-07-08T07:15:33Z,결단력이 부족하네 골대앞에서
태석이 잘하네 아버지 같네,2025-07-08T07:14:10Z,태석이 잘하네 아버지 같네
홍명보 아웃,2025-07-08T07:14:09Z,홍명보 아웃
무관심이 답,2025-07-08T07:12:57Z,무관심이 답
홍명보 이강인 꼴보기싫어서 요즘 국대축구 관심무,2025-07-08T07:12:37Z,홍명보 이강인 꼴보기싫어서 요즘 국대축구 관심무
이재명대통령한테 이제 너네 혼난다! 중국을 이겨 감히?!!!ㅋ,2025-07-08T07:12:32Z,이재명대통령한테 이제 너네 혼난다 중국을 이겨 감히ㅋ
유럽파선수들 없어서 좀아쉽다,2025-07-08T07:12:23Z,유럽파선수들 없어서 좀아쉽다
응 한국축구안봄,2025-07-08T07:12:18Z,한국축구안봄
안산 그리너스만도 못하누,2025-07-08T07:11:32Z,안산 그리너스만도 못하누
문선민 선수인가? 저분정도면 많이 벗겨진건가요? 베지터느낌나는데..,2025-07-08T07:11:05Z,문선민 선수인가 저분정도면 많이 벗겨진건가요 베지터느낌나는데
"이태석 김진규는 충분히 월드컵 명단에도 들만한듯
물론 서브긴 하겠지만

충분히 능력을 보여줬던것같음
이태석은 나이도 어린편이고 군대도 해결돼서
유럽 도전도 가능할 것 같은데 잘하면 1군 멤버로 성장 할 수도?",2025-07-08T07:09:52Z,이태석 김진규는 충분히 월드컵 명단에도 들만한듯 서브긴 하겠지만 충분히 능력을 보여줬던것같음 이태석은 나이도 어린편이고 군대도 해결돼서 유럽 도전도 가능할 같은데 잘하면 1군 멤버로 성장 할 수도
문선민 그 세레머니를  보여줘~~  몽규 꺼지고,2025-07-08T07:09:36Z,문선민 세레머니를 보여줘 몽규 꺼지고
"정몽규, 홍명보 사형 좀 시켜라. 진짜 축구 볼 맛 떨어진다. 이건 새정부서 어찌 못하나? 대놓고 불법을 저지르고도 없던 일이 되는게 2025년 대한민국이 맞냐? 전반 찬스서 아직도 직접 해결할걸 패스하고 앉았다. 홍명보표 발암전략",2025-07-08T07:09:34Z,정몽규 홍명보 사형 시켜라 진짜 축구 볼 맛 떨어진다 이건 새정부서 못하나 대놓고 불법을 저지르고도 없던 일이 되는게 2025년 대한민국이 맞냐 전반 찬스서 아직도 직접 해결할걸 패스하고 앉았다 홍명보표 발암전략
패스 진짜 좋아졌고ᆢ  다들  잘했다,2025-07-08T07:08:04Z,패스 진짜 좋아졌고ᆢ 다들 잘했다
진짜 중국은 아마 수준인듯,2025-07-08T07:08:02Z,진짜 중국은 아마 수준인듯
"어제 경기 후반 70분이 되어서야 네이버 스포츠 탭에 경기 떠있는 것 보고 알았고 
또 그 대회가 우리나라에서 열리고 있다는걸 경기 후 기사 제목을 보고 처음 알았음 
그 정도로 홍보는 아예 안되어 있었음 ㅋㅋㅋㅋ",2025-07-08T07:07:25Z,어제 경기 후반 70분이 되어서야 네이버 스포츠 탭에 경기 떠있는 보고 알았고 대회가 우리나라에서 열리고 있다는걸 경기 후 기사 제목을 보고 처음 알았음 정도로 홍보는 아예 안되어 있었음 ㅋㅋㅋㅋ
"그래도 재밌게 봤다 
공수전환 속도는 미친날씨 치고는 나쁘진 않았음
미드진에서 패스나가는 것도 꽤 볼만했음

김진규 얘는 진짜 괜찮은듯 ㅇㅇ
황인범 서브로 괜찮을듯?",2025-07-08T07:07:06Z,재밌게 봤다 공수전환 속도는 미친날씨 치고는 나쁘진 않았음 미드진에서 패스나가는 것도 꽤 볼만했음 김진규 얘는 진짜 괜찮은듯 ㅇㅇ 황인범 서브로 괜찮을듯
중국은 발전이 없네,2025-07-08T07:05:06Z,중국은 발전이 없네
이승우좀 뽑지,2025-07-08T07:03:58Z,이승우좀 뽑지
정몽규는 수치를 쓰레기통에 버렸나?  이재명이나 정몽규나 부끄러움을 모르는 자들이 앉아 있으니 ...... 더 근본적인 문제는 이들의 문제를 아는 데도 뽑는 자들이 있다는 것이다. 선수들이 안타깝다.,2025-07-08T07:03:24Z,정몽규는 수치를 쓰레기통에 버렸나 이재명이나 정몽규나 부끄러움을 모르는 자들이 앉아 있으니 더 근본적인 문제는 이들의 문제를 아는 데도 뽑는 자들이 있다는 것이다 선수들이 안타깝다
문선민 세레머니 보고싶었는데............,2025-07-08T07:03:09Z,문선민 세레머니 보고싶었는데
홍명보 OUT!!!,2025-07-08T06:59:21Z,홍명보 out
대표팀 경기 잇는지 몰랏으면 개추,2025-07-08T06:59:09Z,대표팀 경기 잇는지 몰랏으면 개추
다 좋은데 여기서 국대 선수들 욕하는 것들은 뭐지?애초에 선수들도 사실상 2군이여서 합 많이 맞추치도 못했을거고 부족한 면이 있는게 당연한건데 국대경기 관심 1도 안가지다가 갑자기 템포가 어쩌네 하며 욕하는건ㅋㅋ,2025-07-08T06:56:36Z,다 좋은데 여기서 국대 선수들 욕하는 것들은 뭐지애초에 선수들도 사실상 2군이여서 합 많이 맞추치도 못했을거고 부족한 면이 있는게 당연한건데 국대경기 관심 1도 안가지다가 갑자기 템포가 어쩌네 하며 욕하는건ㅋㅋ
김진규 진짜 ㅈㄴ 물건이네,2025-07-08T06:52:28Z,김진규 진짜 ㅈㄴ 물건이네
공격템포좀 올려라. 역습각인데도 느릿느릿하게 지공만 고집하는거 보기 너무 안좋음,2025-07-08T06:52:19Z,공격템포좀 올려라 역습각인데도 느릿느릿하게 지공만 고집하는거 보기 너무 안좋음
중국의 경기력에 비해 우리나라 못한거임..최소 5:0 이상 돼야함..,2025-07-08T06:52:07Z,중국의 경기력에 비해 우리나라 못한거임최소 50 돼야함
"잔디가 안좋은거냐 뭐냐
골문 앞에서 독수리슛은",2025-07-08T06:51:52Z,잔디가 안좋은거냐 뭐냐 골문 독수리슛은
"한국의 공격 템포 느릿느릿한거 고쳐야 한다.
그렇다고 개인기 좋지도 않더라",2025-07-08T06:50:24Z,한국의 공격 템포 느릿느릿한거 고쳐야 한다 그렇다고 개인기 좋지도 않더라
"아무리 비중이 작은 동아시안컵 대회 라지만 명색이 국가대표팀 경기인데 관중 동원력
완전 처참한 수준이네요. 기사에는 고작 4천5백명인가 그렇던데 문체부 감사로 드러난
더러운 축협과 그들에 의해 불공정 선임된 홍명보 감독이나 그딴 경기 보고싶은 마음이
얼마나 들겠습니까. 저런 비중이 작은 대회부터 적나라하게 드러나는거지요.
요즘 한국축구판을 보고있자면 그냥 혈압부터 오릅니다. 다음 축협회장은 해외축구팀
꾸준히 초청하는 쿠팡이든, 아이콘매치 개최하는 넥슨이든 어디든 실력있다면 축협회장
선거에 도전해서 한국축구를 좀먹는 정몽규 체제 제발 좀 갈아치웁시다.",2025-07-08T06:43:31Z,아무리 비중이 작은 동아시안컵 대회 라지만 명색이 국가대표팀 경기인데 관중 동원력 완전 처참한 수준이네요 기사에는 고작 4천5백명인가 그렇던데 문체부 감사로 드러난 더러운 축협과 그들에 불공정 선임된 홍명보 감독이나 그딴 경기 보고싶은 마음이 들겠습니까 저런 비중이 작은 대회부터 적나라하게 드러나는거지요 요즘 한국축구판을 보고있자면 그냥 혈압부터 오릅니다 축협회장은 해외축구팀 꾸준히 초청하는 쿠팡이든 아이콘매치 개최하는 넥슨이든 어디든 실력있다면 축협회장 선거에 도전해서 한국축구를 좀먹는 정몽규 체제 제발 갈아치웁시다
우와 ~ 덥겠다  뛰다가 쓰러질 듯! 고생 많았습니다 . 이겼네요 ㅎㅎ,2025-07-08T06:43:19Z,우와 덥겠다 뛰다가 쓰러질 듯 고생 많았습니다 이겼네요 ㅎㅎ
촌스런 유니폼 국대 좀 멋진 유니폼 없냐 왜케 촌스럽다 후진국  못사는 거지  나라 유니폼 같아서 ᆢ 세련미 넘치는 ᆢ 유니폼 입혀라,2025-07-08T06:42:11Z,촌스런 유니폼 국대 멋진 유니폼 없냐 왜케 촌스럽다 후진국 못사는 거지 나라 유니폼 같아서 ᆢ 세련미 넘치는 ᆢ 유니폼 입혀라
역시 명장 홍명보,2025-07-08T06:41:51Z,역시 명장 홍명보
동아시아컵 개막전부터 망한걸로 봐선 회장+감독 때문에 축구 관심 없어진다는게 사실인거 같음. 예전에 저정도는 아니었는데.... 사실 나도 월드컵 가던지 말던지 관심 없어짐. 안하무인으로 저러고 다니니 이제 무관심이 답인거 같긴함.,2025-07-08T06:40:54Z,동아시아컵 개막전부터 망한걸로 봐선 회장감독 축구 관심 없어진다는게 사실인거 같음 예전에 저정도는 아니었는데 사실 나도 월드컵 가던지 말던지 관심 없어짐 안하무인으로 저러고 다니니 이제 무관심이 답인거 같긴함
